,G18USSRCRU
3802,166
6735,419
3805,2045
8277,1738
8278,2510
2558,1813
2561,258
8279,2931
5198,2078
6738,531
5199,1273
2559,1816
2557,1318
3808,866
6736,224
2560,755
6744,265
6737,1070
5201,1471
6745,2633
6746,260
6739,747
6742,1406
818,1001
6740,588
5202,514
2563,679
2562,1096
6741,887
3806,462
5200,535
3807,585
8276,1332
6743,521
8772,828
5197,1865
4964,251
5203,531
6966,47
2564,168
2566,637
5204,114
2565,142
1801,133
2567,507
2568,607
5205,687
6965,542
2570,472
5206,97
5211,101
2573,366
5213,244
5210,166
5209,351
5207,93
5212,112
5214,164
2572,241
2569,271
2574,30
5208,163
2571,29
3873,852
7512,522
6747,1745
6748,1825
2577,287
5216,913
4692,1675
2580,543
5215,729
5218,1123
7809,801
5219,788
7810,898
4736,1154
2582,1142
5220,1246
3810,923
6750,961
2581,948
5221,572
5217,947
2575,572
2576,445
2578,542
7768,280
2579,136
7811,1417
3874,619
6749,790
3809,723
4003,1145
8280,2196
8282,1332
8674,1870
3900,2113
8281,1395
2583,1760
2584,353
2586,1225
2587,188
2585,1715
5223,31
5224,24
5225,7
7514,24
5222,4
7513,10
5227,87
5228,18
7515,51
5230,57
5226,26
5229,54
2588,1428
2592,491
2594,723
2589,808
2590,183
5234,910
2597,1143
2598,464
2591,1477
4660,1484
2599,547
2600,253
2593,1488
5233,575
5235,557
5232,896
5231,1531
5236,166
2595,858
2596,840
5238,362
5240,168
5239,139
5241,182
5242,177
5243,210
5237,257
2884,32
2883,20
7570,35
7571,37
5245,266
5246,158
5244,105
5247,298
5249,531
5248,413
5251,286
5256,94
5259,37
5261,216
5260,195
5263,270
5250,408
5257,247
5264,263
5252,210
5253,331
5254,50
2601,87
5255,278
5262,93
5258,72
5266,266
7517,92
7516,120
5267,156
5265,39
5268,182
5269,136
2603,149
1749,274
1751,366
5271,445
5272,230
5270,291
5273,51
1756,274
2602,284
1755,99
1757,294
1760,406
1759,669
1758,270
1761,286
1856,663
2605,828
2606,151
1754,778
2607,346
1750,791
1748,999
1747,261
1752,367
1859,463
2608,134
1857,152
1858,366
2604,1037
1860,255
1753,596
2609,331
5274,96
5275,261
3875,38
5276,152
5279,126
7263,46
5278,795
2885,324
5280,170
3876,309
5277,93
2610,715
5282,1531
5281,624
2613,533
2614,306
6285,275
8933,352
2611,743
2612,757
2615,246
2616,57
5284,104
7519,55
7518,120
5283,83
1984,8
5286,528
5292,725
5295,147
5289,411
5297,663
5285,183
5287,193
5299,95
8283,268
5291,190
5294,228
5300,52
5288,673
2618,95
5293,113
5298,575
2617,777
5290,620
5296,152
2620,608
2621,72
2619,124
2886,349
6751,784
6753,201
5301,64
2623,639
5302,522
6754,105
2622,292
2625,46
6752,136
4473,288
2624,257
6755,716
6761,198
4734,317
2626,443
6756,303
2627,700
2628,330
6758,485
6757,171
6759,524
2629,400
2630,341
6760,424
4735,108
4895,117
4896,31
4894,103
2631,277
2632,461
6762,1045
2637,242
6764,913
2638,429
2640,548
5305,933
2633,1118
2642,1151
5306,211
5309,487
5307,249
6286,205
5304,171
5303,188
2634,243
6766,141
6765,605
5310,25
2635,1491
6287,1184
7264,608
2643,319
2641,431
5308,817
6763,142
2636,315
4695,524
2639,568
6768,647
5313,338
5314,349
6770,376
5322,191
5317,54
5315,36
3115,233
5320,157
5316,196
5321,560
5311,222
2644,83
5318,314
5319,146
1789,410
6769,218
5312,164
5323,228
6767,180
6963,109
5326,133
5325,83
5324,176
5330,229
5329,79
5328,185
5327,57
5331,209
2645,384
5333,230
5335,402
2646,175
2647,122
2648,16
2649,73
5337,314
5332,210
5336,43
3811,86
1762,277
5334,491
3812,173
3813,311
4733,472
3814,1909
5339,1058
5338,421
5341,333
3815,1357
5340,1920
2651,15
2652,8
2650,17
2887,6
7266,492
7789,415
8760,248
8757,69
8684,102
7784,33
8287,924
8685,321
8690,939
8691,134
5343,805
8699,600
8727,294
8288,439
8729,257
8692,130
8693,223
8285,201
8919,22
8694,489
8688,635
4708,449
910,372
1802,255
8756,317
8768,734
5342,875
8755,397
911,888
8928,723
8586,1581
7267,217
8289,307
7269,738
7270,291
8291,964
8683,34
7873,1041
7871,248
7872,547
7880,174
7914,1456
8767,866
8758,248
8759,275
8918,37
7875,1342
7265,744
7879,1643
7874,175
8761,822
8927,572
7881,729
1803,572
7869,960
7802,33
7870,0
8687,303
7882,1288
8292,678
7878,4
7883,890
885,576
8929,632
7885,1402
8769,126
7788,26
7782,283
7786,500
7801,1614
8728,1703
8697,641
7787,149
8689,555
7785,121
8926,28
8754,585
8290,715
8695,1374
8696,1325
8286,474
8284,820
7800,927
7799,1026
7268,605
7798,1103
7790,986
7884,1340
8681,0
7783,5
8914,115
8908,133
8698,1707
8725,912
8726,34
8686,6
8791,0
8792,0
8916,0
8915,0
8913,0
8911,1
8912,0
8682,473
8796,391
7913,73
8797,1297
8863,1232
8917,0
7961,0
7960,0
7959,1
7975,4
7974,0
8826,5
8835,2
8839,2
8831,0
8827,1
8910,2
8837,0
8838,0
8836,0
8909,1
8828,1
8834,11
8833,9
8832,0
8830,1
8829,162
7962,0
7963,0
8813,2
6871,108
7271,138
7521,194
8587,307
7520,23
7524,143
7526,28
2653,15
7525,195
2654,2
8588,48
7522,47
7272,68
7523,53
2656,646
2657,76
2655,234
5347,92
5345,493
5344,143
5346,280
5348,190
4965,90
7866,55
6300,44
7867,377
6298,31
6305,54
6303,58
6299,189
6307,190
3120,96
6781,100
6309,919
6782,78
6310,26
6779,49
6314,87
6313,217
7404,249
6302,86
6317,1231
6316,30
6301,58
6319,65
6783,1598
7886,319
6321,218
7408,98
6306,70
6780,329
3124,172
3119,513
6784,635
3122,383
7409,604
3126,530
3127,129
3125,418
6323,203
6324,115
6308,75
6322,645
6327,488
6325,151
6312,91
7411,1894
6772,98
3116,35
6787,98
6326,64
3121,94
4474,235
7407,1576
3117,408
6776,75
6771,232
6288,561
6304,124
6320,269
6786,748
6315,1631
7403,1783
6774,1339
7406,1833
3123,1980
6778,365
6291,491
5349,632
2658,1281
5350,538
6292,820
6294,201
2659,287
6293,428
6295,490
6289,376
6318,1539
6296,969
6297,723
6290,1478
3118,456
4843,1233
7868,1972
7410,1352
6773,267
6777,905
6775,174
7402,329
7405,263
6,100
7401,6
6311,131
6785,899
5351,76
2663,124
2662,45
2660,56
3816,39
2661,47
2666,678
2665,804
2664,530
8534,1021
2667,189
5352,480
5354,219
5355,178
5356,299
2669,267
2668,161
5353,377
5357,173
2670,105
6788,278
2671,210
5359,315
5360,261
5358,126
5361,107
5362,378
5364,284
2672,479
5363,419
5365,341
7528,609
7532,778
5366,631
7527,113
7529,349
7533,60
3877,176
2673,115
7534,149
7531,1101
7537,1118
5368,125
7536,258
5367,342
7538,207
7535,537
7530,321
825,58
5369,332
7541,375
826,37
830,273
7540,132
2676,23
2678,414
2677,426
2679,121
2674,96
7539,415
2675,118
827,131
6789,744
6791,826
8293,1124
4940,1058
8770,728
7274,1425
7273,1516
4943,440
4944,251
4942,789
6790,302
2681,668
4941,1192
2680,381
2682,108
2685,147
2686,172
2684,109
2687,38
2683,58
2888,330
2891,1128
2897,978
2689,184
2898,468
2892,1065
2900,1249
2985,145
2893,160
2896,1632
2691,1019
2690,2498
2693,311
6793,1438
2698,589
2696,964
2702,1291
2700,273
2705,639
6792,1077
2697,616
2895,930
2688,53
2707,159
2692,108
2694,202
2699,411
2706,547
2894,60
2695,116
2890,463
2701,164
2703,1660
2704,1274
2708,1184
2889,867
2899,1147
6794,1120
828,837
2901,687
2986,2183
2984,162
3966,0
4661,74
3965,12
4662,393
2710,1016
2713,494
2711,196
2714,173
2717,265
2709,591
2718,317
2715,546
2716,862
4893,607
2712,855
8935,474
8934,249
8930,181
8296,139
8295,307
8294,312
8297,102
2719,433
2723,126
2721,387
5370,261
2722,179
2720,199
2725,1179
2729,661
2724,238
2727,440
2731,454
2728,560
2730,388
2732,571
2735,442
2734,433
2737,62
2733,519
2736,99
2726,241
767,137
7313,1046
2738,826
7318,1848
7323,636
7327,176
7574,1432
7412,804
7418,1408
7328,875
2739,243
7279,759
6328,635
7283,2554
7420,1418
7288,2198
7290,1400
7417,1468
7282,1968
7326,1633
7277,627
7293,1283
7295,2152
7428,1201
7330,1189
7287,1235
7431,673
5373,1532
7284,1490
7285,2113
7275,2175
7297,1950
7423,886
7331,1269
7299,2079
7429,1938
7430,1095
7304,905
7305,2676
7278,2333
7281,2427
7415,1477
7414,313
7315,2340
7314,791
7425,1221
7286,1998
7306,1157
7325,1044
7308,913
7296,1998
7276,579
7426,1082
7416,1633
7310,497
6329,407
7289,1208
7291,1280
7309,1183
5372,784
7316,493
7324,1793
7301,1129
7294,2782
7413,682
7300,2367
7317,1686
7422,991
7307,1846
7311,1672
7302,1164
7320,1825
7292,2469
5371,631
7319,957
7298,2290
7303,2245
7280,2316
7321,2094
7322,777
7329,2073
7312,1640
7421,2219
7419,609
7424,1072
7427,1437
7575,2729
7908,1147
7909,2085
7907,2699
7949,2362
7954,864
7953,1433
7955,1244
7957,463
7956,1136
7952,1514
2740,787
2745,750
2743,805
2746,33
2744,400
2742,444
2741,29
2748,71
2749,79
2750,251
2751,487
2754,360
2753,369
2752,531
2747,803
8299,143
1501,60
8298,14
2755,116
2756,76
2757,74
6930,942
6931,696
2759,1318
2810,751
7808,1337
2903,113
2758,834
7803,23
2904,89
7804,166
7805,28
2762,767
2906,39
2761,56
2907,178
2905,795
2926,1892
7806,40
7807,287
3909,552
2902,622
2763,867
2760,426
2765,448
2764,509
12,523
2784,788
2788,281
2787,141
3878,193
2785,355
2786,209
2792,178
2794,92
2795,19
2796,73
2801,788
2793,118
2802,681
2798,280
2805,598
2797,101
2806,468
2803,316
2799,217
2800,137
2809,215
2804,187
2783,763
2147,130
2789,828
2791,705
2808,472
2790,398
2807,137
3128,420
3129,141
2,325
3136,81
3135,260
3131,222
1817,85
1816,140
3142,101
3143,177
3144,304
3130,80
3145,398
3134,74
3138,188
3140,144
3132,12
3141,132
3133,119
3137,18
3146,150
3139,89
3147,328
5374,489
3148,524
3149,351
3151,78
5376,442
3150,168
3152,97
5375,643
3224,260
3233,617
5394,1066
3154,381
3161,514
5381,1056
3164,55
5383,1117
2813,561
3171,481
3175,145
3173,215
3181,78
5384,149
3183,173
5378,222
3187,509
3163,653
3922,1266
3195,411
3193,144
5385,90
3172,963
3185,51
3174,154
5386,1512
3179,113
4475,96
5377,985
5392,5
5389,37
3205,441
5391,49
3184,54
3207,57
3176,135
3197,160
5393,14
3231,106
3189,1701
3211,26
3191,146
3215,41
3198,46
3219,17
3220,19
3203,22
3221,263
3223,333
3226,104
3229,280
3166,60
3234,87
3208,146
3180,115
3216,84
3214,108
3192,301
3228,347
3199,45
3200,25
3212,50
3156,764
3241,362
3242,1029
3227,287
5387,949
3235,117
3240,261
3204,320
3247,124
3245,213
3248,92
3249,98
3201,105
3217,40
3218,11
3202,107
3165,74
3250,72
3190,1650
3168,54
3213,80
3222,122
3210,19
3225,186
3238,253
3244,563
3246,101
3188,143
3169,682
1971,518
3194,254
3162,402
3155,84
3236,88
3237,89
3157,121
3167,35
3206,213
819,776
3182,412
3230,663
3209,53
3177,66
3158,522
2812,1758
3178,83
3232,129
2814,371
3170,282
3159,590
3251,27
5379,63
3239,487
3243,917
5382,1022
3196,426
3160,928
3186,507
3153,321
5380,1102
2811,595
5390,769
5388,1357
4002,935
3921,652
3253,293
3252,441
3255,857
3254,569
3257,103
3258,98
3262,86
3256,108
3261,150
3260,84
3259,103
2816,112
2815,187
3266,81
3267,5
3265,391
3268,761
3269,602
3270,996
3271,843
3275,291
3263,178
2818,418
3274,379
3264,551
3272,731
3279,1140
3283,783
3281,840
3285,659
3289,553
3286,108
4477,560
3277,1209
2817,660
4476,698
3276,915
3282,921
3290,1460
3287,462
3278,437
3273,1074
3280,901
3288,619
3284,639
3292,302
4511,10
3297,468
3302,204
3295,192
3294,449
3298,260
3306,854
3296,221
3303,140
3880,203
3879,311
3307,80
3299,390
3293,220
3308,178
3305,78
3300,110
3301,350
3291,488
3881,490
3309,66
3885,57
3882,30
3883,683
3884,265
3304,280
2908,168
3311,832
2910,952
2911,582
7542,259
3313,301
3314,102
3315,333
3312,148
3317,250
3320,138
3321,238
2909,1013
3318,179
3322,178
2913,100
3316,74
2912,311
3310,939
3319,191
3323,1943
3324,982
3327,623
3325,532
2821,935
3818,866
3817,1227
2820,1368
2819,710
4956,522
3330,582
2823,637
3819,922
2825,1689
2826,367
2827,618
2822,688
2824,541
7573,655
3329,714
3328,709
6981,802
3331,713
7543,1028
3886,565
4507,1764
3332,920
3887,919
3335,601
3334,1924
3336,510
3337,969
3333,1342
3326,1628
3340,1700
3341,988
3339,1183
3338,1103
7544,697
4410,1233
3342,1323
4409,2048
3888,1021
3889,1260
4411,515
4415,161
4414,119
4416,45
4418,436
4419,128
4417,31
4412,157
4413,83
2828,588
2829,448
4423,133
3344,329
3343,46
4420,30
4421,335
3345,100
4422,152
4424,169
4426,218
4427,604
4429,584
3347,1017
3349,1914
4844,250
3351,318
3350,287
2914,665
3352,140
3353,63
3346,199
3354,326
4425,438
4430,1734
3348,517
4433,90
4431,1383
4428,1394
4432,484
3355,959
3359,804
3360,1213
3358,995
4436,1200
4434,714
4438,261
3362,264
4437,266
3820,580
4439,267
3365,1346
4442,100
4443,1874
3356,2109
4435,974
3357,1083
4478,458
4440,157
3361,438
3366,186
3363,233
3364,118
4441,90
2830,74
4444,51
4446,3
3368,41
3369,30
3367,11
4445,222
3373,620
3374,315
3371,737
3370,306
3372,441
1820,417
1819,472
1818,394
2831,2426
3826,1354
3825,1012
3380,1059
3821,620
3382,2750
3375,896
3384,2138
3383,2568
3385,2442
1808,1591
3379,1249
4479,1800
3381,1805
3823,1660
3378,2603
3822,2036
1809,1823
3376,2193
3386,1291
3824,1472
3377,1691
7545,70
2915,255
4508,204
829,163
3391,366
3387,406
3388,191
1987,137
3389,168
3390,43
4447,44
4451,255
3392,304
3394,301
5398,494
3396,124
4449,171
5399,117
4448,70
3397,289
5395,101
5400,128
4450,79
3399,206
3393,47
3401,68
5396,89
3398,217
3400,98
3395,74
3402,67
5397,84
3409,42
3412,117
3403,165
3405,27
3406,83
3407,25
3408,188
3410,56
3413,132
3411,79
3404,211
3414,94
3417,403
3422,294
3420,51
3418,105
3416,115
3415,103
3419,267
3421,130
3423,74
3424,113
3425,118
5402,81
5401,63
2832,66
5404,386
5407,466
3428,317
3426,275
5405,651
3427,709
8300,22
3432,164
8535,482
5408,123
3430,84
3429,48
3431,312
5403,100
5406,156
8301,2228
1813,1867
1814,137
1812,1175
8302,1316
8304,2683
8303,1535
3437,1783
3433,743
3435,2638
3438,324
3440,946
3434,1467
3436,3094
3439,2879
1810,529
1811,1271
3441,575
5412,50
5410,558
5413,139
5414,91
5415,78
5409,378
5411,366
3443,370
3442,237
3448,433
3453,788
3454,1185
3447,658
3450,381
5417,427
3449,831
3455,1141
2917,813
5418,289
3451,370
5419,529
2916,409
3458,246
3445,175
3446,478
3444,117
3456,804
5420,573
5416,407
3452,574
3457,969
3460,943
3462,755
3463,155
3465,137
3459,488
3466,789
3464,43
3461,146
3468,439
5422,110
5424,95
5421,156
3469,170
3470,150
5425,161
3472,337
3471,450
3467,192
5423,6
5426,1158
5427,1321
3473,558
5428,401
6796,875
7846,984
1763,901
3474,452
4747,292
4748,302
6795,255
5430,114
5432,572
5433,168
5434,409
5429,183
3475,410
5436,87
5443,1429
3477,930
5439,448
5440,22
5444,73
4960,125
5442,641
3476,1295
3479,1673
5431,162
5438,328
3480,449
3478,290
5441,605
5437,275
4959,29
4945,599
5435,19
6853,461
6856,321
6855,154
7547,236
6854,166
7546,411
7950,62
3481,218
3484,186
3483,51
3482,280
3486,56
3485,134
3487,968
3489,364
5446,257
5445,644
3491,72
3490,503
5448,229
5447,67
3488,411
3492,283
3493,335
3494,133
5450,157
5452,23
5451,105
5449,138
2833,386
3496,166
3499,338
3498,927
3500,265
3495,305
3829,373
3497,584
3828,714
3503,208
2834,475
3827,418
3502,266
3501,583
3509,38
3504,97
3505,67
3506,60
3507,67
3508,105
3510,258
3514,55
3515,55
5493,1043
768,369
5500,2073
5497,376
5498,799
5504,587
5495,44
5508,703
5491,107
5509,258
5492,22
5496,556
5499,2598
5507,60
5501,471
5488,41
5502,2291
5456,112
5458,702
5459,135
5494,892
5464,957
3511,1218
5460,614
5470,1755
3512,812
5467,2144
5468,1873
5462,1171
5510,164
912,513
5457,250
5475,952
5478,824
5471,122
5476,2544
3513,1817
5482,1968
5474,375
5481,1181
5466,703
5505,400
5503,142
5453,116
5454,39
5484,1116
5455,1029
5480,1323
5465,1646
5461,1485
7822,1500
5463,1588
5489,85
5483,586
5487,6
5469,48
5485,35
5506,170
5473,179
5477,1959
5486,73
5472,161
5479,161
7820,1682
5490,67
913,118
7823,76
7821,1603
7818,10
7817,43
7819,8
3516,622
3517,895
3519,761
3518,754
5512,283
5513,306
5517,150
5516,126
5515,18
5518,554
5519,97
5514,190
3520,226
5511,493
3521,492
3523,624
3942,136
3940,223
3525,236
3941,275
3524,453
3522,188
1766,125
5520,81
3527,135
3526,101
5522,133
7548,133
7549,127
5521,104
5524,154
5526,270
5523,358
5525,152
5527,212
5528,377
5531,335
5529,90
3530,118
3528,200
5530,17
3529,112
6461,461
5597,640
6361,22
6364,3
6365,466
6362,27
5614,34
5622,441
5624,134
5634,106
3558,206
6363,59
5654,1159
5658,391
8367,1286
8369,1041
5684,280
3610,1401
6460,20
5685,17
5691,5
3613,5
1821,0
6371,116
5675,359
5693,24
1502,51
3597,270
5701,10
6445,20
5702,25
3532,245
5532,98
5535,58
993,0
5638,120
5615,79
6453,25
6436,25
3557,266
5635,344
5617,44
3540,89
5671,597
5623,112
5670,556
5543,20
5700,520
5533,101
5546,1250
3533,583
5564,880
5570,54
6332,279
5574,34
3625,30
5577,415
5579,374
5662,449
3563,206
5588,226
3569,251
5601,54
5604,34
5576,44
5578,419
5608,500
8352,338
4014,178
5627,293
5575,9
5625,662
8353,1170
3598,61
8067,155
5656,993
5626,559
5559,1950
3834,45
6413,582
3615,137
5607,104
5598,529
5581,33
1164,70
5673,282
5641,515
5596,262
5657,566
5563,481
3539,138
8386,1098
5560,321
5599,426
6340,163
3586,317
5589,41
5639,162
4017,83
8368,1368
5683,122
3602,828
3538,61
3531,587
5629,366
4015,123
6401,224
5612,963
5653,898
8741,89
3537,17
3541,1134
3550,379
5677,0
989,272
987,0
3630,0
5676,1076
5661,413
6423,346
8311,246
8376,405
8743,0
8387,7
1825,12
3626,23
6961,0
1826,5
5616,111
6958,40
8744,0
5620,0
5655,1372
4828,10
995,0
3589,1
988,780
4839,3
8742,188
5637,237
991,6
5660,191
8370,67
1788,9
4830,18
1786,0
4840,2
5640,223
5582,244
5694,177
6331,66
5545,15
6412,12
3588,55
5692,17
5678,23
3587,27
6448,245
5699,78
4847,1
8739,108
3609,911
6417,0
4019,9
4846,85
4833,0
6948,0
5705,0
4834,0
6949,0
5605,1
4835,29
6330,0
996,3
994,55
992,156
7876,0
1822,44
4829,0
5606,33
8377,289
5703,0
5704,0
1785,218
7445,0
1006,4
1828,5
6962,3
990,17
4845,15
4816,0
6947,0
8740,120
4832,0
7877,49
4838,8
8393,395
5672,927
8395,297
1823,0
4831,0
1827,0
3919,0
3945,46
3947,7
3943,1
3946,0
3988,122
8904,269
8897,770
986,0
5707,329
6457,864
8306,663
3542,204
3544,509
4018,1619
5547,370
8589,716
8593,551
3535,477
5687,660
1824,0
5583,139
6335,868
4824,133
5572,165
5584,222
5571,394
8537,256
8541,773
8319,258
5573,503
5602,131
5603,953
4480,456
3573,811
8539,157
5586,911
8305,78
5587,892
5585,113
5706,535
4016,814
5628,988
3580,1296
6341,863
5631,322
8361,111
3564,301
5679,954
3562,645
3592,470
8320,462
6435,243
4020,405
5591,305
6375,1097
4481,296
3590,267
5632,102
4848,2
5645,173
3536,541
8375,450
8745,230
6951,131
6447,802
5536,889
1159,580
5665,802
6419,1430
5566,890
8536,238
5590,600
5666,853
6374,1255
3607,289
6392,418
8327,470
3591,664
6349,905
5644,271
999,45
6952,321
5565,227
6424,399
6414,496
6415,868
6390,1158
3545,876
8592,1332
8596,519
5680,60
3551,420
5633,72
5593,93
8540,6
5592,2
3552,621
8542,40
8349,68
5643,0
1158,721
3620,859
8738,69
998,756
5689,371
8378,549
3599,457
3608,370
3618,382
5609,9
8591,362
5537,194
3546,246
6348,167
5708,195
8343,403
6391,812
997,157
5688,580
3628,420
6456,586
1163,1481
4825,0
6437,189
3574,584
5664,407
1161,1333
5681,265
6334,1181
586,415
6418,761
3629,486
8538,170
3619,353
3842,7
6451,694
4482,247
6350,688
3553,177
7446,0
3543,4
3840,0
5548,454
3616,0
4023,0
6455,1
5600,0
4021,0
8590,162
4022,72
3841,8
8066,8
8316,630
6333,793
8597,1026
8068,458
3623,841
8766,168
8735,7
8736,4
4826,57
6950,3
8765,80
8737,25
4823,0
985,0
4976,0
4975,0
8906,612
8907,687
5538,510
7550,1619
5549,490
5551,1148
3830,968
7180,1736
8322,1200
5540,638
8328,1345
3565,1419
8337,1352
6351,1641
8321,1223
7552,1037
6354,623
6356,389
4503,687
8748,16
5557,805
6368,632
3611,561
5569,627
6449,555
6458,802
8307,1132
6393,1117
5619,1036
7864,2
6396,523
8332,378
6397,1576
6404,658
6367,977
5556,830
6338,1962
5618,525
8344,576
4502,912
4504,1026
5667,1011
8372,862
6373,403
6403,1815
5542,1007
5647,666
5554,664
6366,638
5555,694
7340,440
8338,846
6355,910
7551,1617
5697,905
5698,1732
6336,838
6353,418
5539,271
6369,644
3617,598
5552,553
8360,2071
6395,833
6337,1718
6427,661
5648,900
3627,686
8391,914
2835,1122
8751,1123
4499,253
8362,1951
6343,695
5550,376
8310,1174
4013,545
3547,1334
8323,2040
3567,992
3549,993
5568,1894
5709,624
8312,1058
3831,1206
6352,552
5646,0
6372,9
8359,766
6402,715
6438,2115
6425,304
6426,829
3622,0
6940,0
8373,1037
3832,455
7553,58
8309,868
8371,1722
7865,209
4837,830
6394,782
6439,696
6428,1503
5710,627
6429,948
6416,622
8594,626
6342,974
8595,1041
3548,1080
8390,1514
5553,6
2918,897
8379,1178
8339,1002
3600,1400
8389,1588
984,0
6452,79
769,1
8331,1499
8315,905
5668,106
5541,0
8380,435
3554,0
3566,26
5567,0
6408,0
6407,0
6450,0
8388,115
8314,355
8366,575
7332,1016
8392,1036
8396,1225
983,1
982,0
6945,0
4809,5
4810,2
6944,0
6943,11
6942,51
8750,186
6941,2
8749,297
8899,1345
8905,1220
8900,1220
8898,580
5711,81
3556,447
3559,169
8334,349
3835,430
1162,291
8329,1601
8342,1133
8346,1622
8348,1276
6359,50
8324,62
5686,1
8351,389
3568,231
6446,262
6399,1609
3570,102
3560,84
5558,1648
5659,683
8753,128
3612,75
2837,1112
6400,28
8326,824
6360,50
8336,125
3624,191
3595,115
5534,202
5630,226
3572,62
3584,86
3838,114
5669,352
3601,724
6421,313
3605,744
3561,110
6370,96
6444,350
2836,121
3833,839
6433,454
5562,1078
3594,346
5613,500
3596,525
8325,167
4500,751
3837,545
5580,253
6440,416
5652,102
5561,443
3836,1085
6344,266
6411,1138
6405,421
5651,81
5695,65
3606,343
6345,340
6430,944
5594,295
6339,248
5663,1236
6443,98
8382,969
3614,103
8363,1197
4814,48
5621,254
2838,413
1001,4
8374,805
3839,300
5595,113
3534,60
6398,529
8364,734
6420,179
6431,674
6442,118
5650,105
6441,13
3621,681
1787,17
5696,359
8335,1008
6358,880
6432,857
5674,793
5649,576
3582,361
1160,2
3583,1284
5,0
8330,1164
5611,103
8384,651
6357,1104
8347,239
6422,110
4505,93
5682,81
8381,681
8341,471
6410,3
8317,1180
8340,778
5690,444
6346,3
6960,11
4841,0
4827,379
6946,10
4815,83
6957,0
3555,180
3581,346
3571,1
6347,27
3604,87
3593,346
6434,259
8350,891
5544,139
8383,1084
3603,0
8365,1149
8385,960
8345,588
6406,434
6409,1123
8318,820
8333,1139
3585,0
3916,14
3917,20
5642,4
1003,0
6454,1
8357,1296
8313,811
3918,0
3915,63
1002,21
4812,13
6959,0
8358,1495
4813,0
4811,1
1004,0
5610,7
4501,0
5636,0
1165,0
3920,356
8308,666
1005,125
6459,1079
8394,773
8752,0
3944,55
4974,0
3987,0
3986,0
3997,20
3983,11
3984,44
3985,9
3980,4
3981,2
3982,1
8794,1070
8901,475
8902,594
6466,1254
6465,875
6468,914
6471,1293
7555,945
7556,238
7559,231
7557,675
5712,135
6474,48
6476,322
6477,566
6467,688
6480,677
7554,705
7558,1039
5713,138
6470,840
6482,1019
6475,1032
6483,1040
6484,1423
6485,2321
6472,2753
6473,878
3632,324
3631,1033
6464,751
6469,647
6479,544
6478,1362
6481,519
6462,2100
6463,482
6486,71
6489,66
6487,85
6488,101
5714,203
5718,705
5717,216
7341,192
2839,316
5716,407
5715,130
5719,176
6490,149
3633,133
5721,49
5720,110
5726,43
5730,208
5731,289
6492,298
5732,139
5736,605
5722,464
1840,171
6491,165
5734,456
6493,71
5733,144
5727,450
5735,327
5729,962
5725,54
5728,85
5723,238
5724,516
5739,236
5749,255
5741,426
5743,530
5745,85
5746,140
5747,518
5748,326
5738,601
5744,1591
6495,1164
4849,55
5750,977
6498,2001
6494,2399
5740,1076
5752,14
4853,533
4850,71
6503,1482
6502,681
5742,294
5751,210
6499,2001
5737,51
6501,1005
4851,242
4852,1510
6496,752
6497,583
4993,828
4994,264
6500,328
6504,1419
6519,478
6927,108
5806,249
6928,214
5857,1098
5756,918
5757,149
5856,138
6525,361
7780,1217
5763,637
5758,170
5796,870
4697,53
4698,0
4701,0
4702,125
882,30
7778,0
4700,29
4488,46
4483,84
883,1337
6516,218
7779,0
6517,190
7781,0
879,0
6518,86
6802,110
880,0
6803,125
6558,158
881,0
6506,541
5800,761
8402,2637
4699,0
5859,290
6538,169
6801,44
4707,56
6520,429
5799,683
5797,743
6530,106
5801,653
4489,154
6507,132
5808,630
6800,481
5861,420
5798,371
8399,377
6533,137
5860,143
7765,330
4693,270
5858,165
5764,319
7766,166
6526,846
5802,514
6923,92
5777,361
5807,259
4484,1499
7828,0
6527,617
5781,395
5762,258
7829,244
5765,768
8400,545
5761,431
7852,316
943,355
5773,66
7853,10
8401,595
2993,250
944,129
5788,400
5780,335
5760,670
2840,2470
2842,1108
2841,829
6531,230
5786,313
5793,476
5792,463
5776,321
5785,175
6529,200
6528,528
5787,281
5754,1148
3911,351
5789,376
5791,237
5774,294
5767,590
6511,642
6510,553
5775,405
5766,791
5779,563
5778,604
5782,456
5784,507
5772,116
5790,812
5783,471
7854,166
945,286
5771,154
5794,380
5795,203
6532,196
5803,869
5822,220
6547,954
5824,903
5828,1010
946,5
6548,1416
2844,389
6553,2933
6545,513
5818,1116
6534,496
5833,785
4745,38
5832,1875
5826,993
6798,1590
4487,788
2846,213
6549,1007
6550,859
5769,191
948,232
6797,2303
4772,27
6522,456
5759,788
5770,717
6535,845
4486,1042
6523,598
5852,206
6514,707
6515,901
6524,546
6521,544
5755,932
4485,1418
5831,320
6556,387
4774,76
5851,463
6513,473
7855,247
5768,0
2847,2361
2845,721
5834,1069
6544,639
5823,230
5810,424
5836,1083
4770,250
4773,179
5811,659
2848,1724
5829,788
6799,393
5835,553
5830,380
2843,1045
949,668
5825,1033
5827,1525
947,167
8733,1766
8397,566
6552,1216
6505,693
6551,2435
8398,2086
6512,378
5805,367
5809,378
5821,269
5804,387
6537,107
5820,832
6541,219
6546,512
5849,152
6554,261
5819,253
5817,12
5816,148
4775,584
6540,164
7856,62
7857,237
7858,4
4776,90
5854,170
6557,216
5846,143
6542,202
5847,200
7859,83
6509,147
6508,117
4777,295
6543,425
