CNTYVTD,VTDKEY,BushR_18G_Land Comm,SuazoD_18G_Land Comm,PinaL_18G_Land Comm
"2010674",4692,1810,793,85
"2010675",4693,0,1,0
"2010676",4694,518,984,35
"2010677",4695,141,435,14
"2010678",4696,118,1087,16
"2010679",4697,1299,659,52
"2010680",4698,38,72,4
"2010681",4699,19,38,4
"2010682",4700,1640,690,51
"2010683",4701,29,99,2
"2010684",4702,1098,858,52
"2010685",4703,58,42,5
"2010686",4704,15,57,4
"2010687",4705,1102,638,32
"2010688",4706,1989,611,83
"2010689",4707,486,773,28
"2010690",4708,1707,639,74
"2010691",4709,1818,591,63
"2010692",4710,1132,496,54
"2010693",4711,83,284,9
"2010694",4712,403,743,26
"2010695",4713,418,322,27
"2010696",4714,522,353,37
"2010697",4715,376,1152,29
"2010698",4716,186,1302,20
"2010699",4717,890,588,35
"2010700",4718,671,140,21
"2010701",4719,87,161,8
"2010702",4720,29,171,3
"2010703",4721,848,371,40
"2010704",4722,1471,365,50
"2010705",4723,41,300,7
"2010706",4724,528,882,35
"2010707",4725,267,178,7
"2010708",4726,58,143,2
"2010709",4727,1109,1174,58
"2010710",4728,687,724,38
"2010711",4729,1110,1291,52
"2010712",4730,642,1412,50
"2010713",4731,436,567,31
"2010714",4732,46,75,2
"2010715",4733,287,405,11
"2010716",4734,886,410,39
"2010717",4735,129,892,14
"2010718",4736,1859,1140,57
"2010719",4737,345,341,11
"2010720",4738,1695,997,88
"2010721",4739,1059,704,58
"2010722",4740,171,1938,29
"2010723",4741,193,787,18
"2010724",4742,353,220,13
"2010725",4743,421,623,18
"2010726",4744,1194,188,33
"2010727",4745,303,846,24
"2010728",4746,272,245,11
"2010729",4747,125,133,4
"2010730",4748,944,610,39
"2010731",4749,862,1394,50
"2010732",4750,624,498,37
"2010733",4751,20,69,1
"2010734",4752,1322,817,73
"2010735",4753,140,123,8
"2010736",4754,0,12,0
"2010737",4755,16,10,0
"2010738",4756,92,393,3
"2010739",4757,461,617,30
"2010740",4758,179,155,2
"2010741",4759,267,820,12
"2010742",4760,1086,761,33
"2010743",4761,25,49,1
"2010744",4762,680,582,32
"2010745",4763,806,636,66
"2010746",4764,141,194,9
"2010747",4765,809,1303,52
"2010748",4766,271,357,34
"2010749",4767,28,96,0
"2010750",4768,178,160,9
"2010751",4769,2017,1546,104
"2010752",4770,475,245,27
"2010753",4771,99,166,4
"2010754",4772,26,385,8
"2010755",4773,829,1556,52
"2010756",4774,248,580,10
"2010757",4775,327,1890,32
"2010758",4776,1895,643,87
"2010759",4777,824,731,34
"2010760",4778,830,217,29
"2010761",4779,787,372,26
"2010762",4780,520,683,25
"2010763",4781,145,406,4
"2010764",4782,1512,1276,70
"2010765",4783,659,1739,65
"2010766",4784,43,134,2
"2010767",4785,16,22,1
"2010768",4786,1181,413,47
"2010769",4787,10,65,2
"2010770",4788,43,76,1
"2010771",4789,228,363,16
"2010772",4790,2078,898,79
"2010773",4791,595,1457,28
"2010774",4792,33,127,3
"2010775",4793,6,29,0
"2010776",4794,869,752,66
"2010777",4795,61,150,4
"2010778",4796,0,0,0
"2010779",4797,70,244,3
"2010780",4798,88,154,0
"2010781",4799,506,1037,23
"2010782",4800,723,526,24
"2010783",4801,25,266,2
"2010784",4802,14,414,2
"2010785",4803,897,1041,51
"2010786",4804,121,359,9
"2010787",4805,56,168,5
"2010788",4806,2,1,0
"2010789",4807,872,706,28
"2010790",4808,415,950,33
"2010791",4809,2,11,0
"2010792",4810,204,640,10
"2010793",4811,554,556,22
"2010794",4812,64,578,15
"2010795",4813,140,385,12
"2010796",4814,583,985,37
"2010797",4815,0,0,0
"2010798",4816,115,224,4
"2010799",4817,11,62,2
"2010800",4818,1326,1003,67
"2010801",4819,42,86,2
"2010802",4820,3,13,1
"2010803",4821,1889,1000,70
"2010804",4822,1535,1712,69
"2010805",4823,1357,431,68
"2010806",4824,1102,739,60
"2010807",4825,153,716,20
"2010808",4826,69,180,6
"2010809",4827,19,8,1
"2010810",4828,9,45,1
"2010811",4829,29,105,2
"2010812",4830,0,0,0
"2010813",4831,738,1260,46
"2010814",4832,446,1796,39
"2010815",4833,0,0,0
"2010816",4834,5,16,0
"2010817",4835,1869,908,54
"2010818",4836,56,194,5
"2010819",4837,46,44,1
"2010820",4838,0,0,0
"2010821",4839,62,318,8
"2010822",4840,39,578,2
"2010823",4841,747,770,35
"2010824",4842,248,990,25
"2010825",4843,5,6,0
"2010826",4844,109,131,6
"2010827",4845,103,241,4
"2010828",4846,954,308,34
"2010829",4847,22,45,0
"2010830",4848,0,0,0
"2010831",4849,3,7,0
"2010832",4850,29,111,1
"2010833",4851,1,5,0
"2010834",4852,16,122,1
"2010835",4853,27,86,1
"2010836",4854,10,123,2
"2010837",4855,0,3,0
"2010838",4856,0,0,0
"2010839",4857,94,378,7
"2010840",4858,299,592,18
"2010841",4859,371,1302,27
"2010842",4860,566,966,34
"2010843",4861,133,630,8
"2010844",4862,0,5,0
"2010845",4863,87,49,2
"2010846",4864,11,69,1
"2010847",4865,248,895,23
"2010848",4866,297,763,18
"2010849",4867,311,791,13
"2010850",4868,47,84,1
"2010851",4869,1362,806,66
"2010852",4870,0,0,0
"2010853",4871,1347,512,47
"2010854",4872,10,52,3
"2010855",4873,4,1,0
"2010856",4874,0,0,0
"2010857",4875,0,0,0
"2010858",4876,6,131,1
"2010859",4877,98,353,4
"2010860",4878,0,0,0
"2010861",4879,147,759,8
"2010862",4880,1271,985,59
"2010863",4881,18,170,2
"2010864",4882,223,779,15
"2010865",4883,0,9,0
"2010866",4884,0,0,0
"2010867",4885,0,0,0
"2010868",4886,246,733,21
"2010869",4887,31,133,2
"2010870",4888,0,0,0
"2010871",4889,0,3,1
"2010872",4890,6,7,0
"2010873",4891,90,273,6
"2010874",4892,1432,610,56
"2010875",4893,976,1245,44
"2010876",4894,1616,838,65
"2010877",4895,745,1463,51
"2010878",4896,622,226,18
"2010879",4897,542,818,36
"2010880",4898,1174,512,36
"2010881",4899,780,2566,51
"2010882",4900,694,1706,44
"2010883",4901,361,2162,34
"2010884",4902,23,142,3
"2010885",4903,886,788,40
"2010886",4904,222,271,12
"2010887",4905,117,182,10
"2010888",4906,325,723,27
"2010889",4907,39,109,5
"2010890",4908,288,504,18
"2010891",4909,316,530,16
"2010892",4910,159,475,23
"2010893",4911,0,1,0
"2010894",4912,138,893,15
"2010895",4913,255,368,10
"2010896",4914,387,829,23
"2010897",4915,486,590,26
"2010898",4916,331,659,28
"2010899",4917,461,365,17
"2010900",4918,1,6,0
"2010901",4919,0,0,0
"2010902",4920,867,903,68
"2010903",4921,924,345,30
"2010904",4922,0,0,0
"2010905",4923,166,251,6
"2010906",4924,12,7,0
"2010907",4925,3,65,1
"2010908",4926,0,2,0
"2010909",4927,1,8,0
"2010910",4928,22,49,0
"2010911",4929,172,119,13
"2010912",4930,466,306,14
"2010913",4931,24,109,1
"2010914",4932,8,25,1
"2010915",4933,0,0,0
"2010916",4934,1339,479,70
"2010917",4935,3,20,1
"2010918",4936,1,1,0
"2010919",4937,0,0,0
"2010920",4938,25,21,1
"2010921",4939,3,23,0
"2010923",4940,1751,666,52
"2010924",4941,0,0,0
"2010925",4942,0,0,0
"2010926",4943,429,222,26
"2010927",4944,593,597,39
"2010928",4945,0,3,0
"2010929",4946,0,0,0
"2010930",4947,11,166,4
"2010931",4948,43,38,1
"2010932",4949,0,0,0
"2010933",4950,89,286,13
"2010934",4951,2,5,0
"2010935",4952,7,8,0
"2010936",4953,8,14,0
"2010937",4954,0,0,0
"2010938",4955,25,77,3
"2010939",4956,0,1,0
"2010940",4957,1,8,0
"2010941",4958,151,206,13
"2010942",4959,76,42,4
"2010943",4960,57,147,7
"2010944",4961,0,1,0
"2010945",4962,1,8,0
"2010946",4963,3,3,0
"2010947",4964,266,322,17
"2010948",4965,0,0,0
"2010949",4966,64,69,4
"2010950",4967,0,0,0
"2010951",4968,27,117,0
"2010952",4969,30,19,1
"2010953",4970,0,2,0
"2010954",4971,0,0,0
"2010955",4972,2795,1410,91
"2010956",4973,0,0,0
"2010957",4974,38,261,2
"2010958",4975,90,441,6
"2010959",4976,0,0,0
"2010960",4977,181,774,15
"2010961",4978,148,789,7
"2010962",4979,5,40,1
"2010963",4980,121,208,6
"2010964",4981,1390,1197,52
"2010965",4982,82,27,4
"2010966",4983,117,355,8
"2010967",4984,15,60,1
"2010968",4985,122,584,8
"2010969",4986,10,312,3
"2010970",4987,29,200,3
"2010971",4988,0,0,0
"2010972",4989,0,0,0
"2010973",4990,374,266,30
"2010974",4991,0,0,0
"2010975",4992,56,61,5
"2010976",4993,126,147,6
"2010977",4994,83,148,5
"2010978",4995,0,0,0
"2010979",4996,0,0,0
"2010980",4997,621,295,22
"2010981",4998,0,15,0
"2010982",4999,2036,808,83
"2010983",5000,39,66,2
"2010984",5001,6,85,5
"2010985",5002,100,115,3
"2010986",5003,25,139,1
"2010987",5004,45,472,6
"2010988",5005,52,9,5
"2010989",5006,0,0,0
"2010990",5007,7,5,0
"2010991",5008,0,0,0
"2010992",5009,225,296,10
"2010993",5010,0,0,0
"2010994",5011,24,70,0
"2010995",5012,93,828,8
"2010996",5013,210,181,11
"2010997",5014,73,500,10
"2010998",5015,20,14,1
"2010999",5016,0,0,0
"2011000",5017,23,121,1
"2011001",5018,153,517,6
"2011002",5019,87,467,9
"2011003",5020,0,0,0
"2011004",5021,199,240,9
"2011005",5022,0,0,0
"2011006",5023,0,0,0
"2011007",5024,179,721,16
"2011008",5025,499,146,19
"2011009",5026,0,0,0
"2011010",5027,69,391,10
"2011011",5028,9,7,0
"2011012",5029,204,552,8
"2030001",5030,824,347,35
"2030002",5031,270,502,14
"2030003",5032,73,732,13
"2030004",5033,520,311,15
"2030005",5034,421,105,10
"2030006",5035,607,135,30
"2030007",5036,382,152,17
"2030008",5037,1134,347,45
"2030009",5038,519,234,15
"2030010",5039,470,116,15
"2030011",5040,180,92,5
"2030012",5041,2235,321,73
"2030013",5042,736,82,28
"2030014",5043,590,154,27
"2030015",5044,571,55,11
"2030016",5045,273,54,9
"2030017",5046,410,378,22
"2030018",5047,403,63,8
"2030019",5048,1404,291,53
"2030020",5049,969,267,26
"2030021",5050,261,123,17
"2030022",5051,347,445,20
"2030023",5052,282,16,15
"2030024",5053,255,55,9
"2030025",5054,1676,266,57
"2030026",5055,261,43,4
"2050101",5056,156,17,5
"2050102",5057,94,4,4
"2050201",5058,133,11,4
"2050202",5059,278,17,3
"2050301",5060,427,34,11
"2050401",5061,335,44,6
"2070001",5062,163,38,9
"2070002",5063,262,56,5
"2070003",5064,219,58,7
"2070004",5065,97,31,6
"2070005",5066,142,37,4
"2070006",5067,148,17,2
"2070007",5068,42,5,0
"2070008",5069,49,21,1
"2070009",5070,107,18,7
"2070010",5071,71,11,0
"2090110",5072,439,564,42
"2090111",5073,54,132,11
"2090112",5074,258,793,56
"2090113",5075,112,307,16
"2090114",5076,246,667,40
"2090115",5077,222,595,35
"2090120",5078,77,291,13
"2090121",5079,256,962,51
"2090122",5080,65,254,13
"2090123",5081,159,602,28
"2090125A",5082,512,835,66
"2090125B",5083,4,7,0
"2090126",5084,565,711,64
"2090127",5085,33,40,4
"2090128",5086,639,799,71
"2090129",5087,341,582,43
"2090130",5088,591,1014,81
"2090220",5089,999,1033,102
"2090221",5090,276,285,31
"2090222",5091,788,667,74
"2090223",5092,514,726,51
"2090224",5093,638,542,60
"2090225",5094,635,364,29
"2090226",5095,995,794,89
"2090227A",5096,703,1116,87
"2090227B",5097,0,0,0
"2090228A",5098,239,380,33
"2090228B",5099,0,0,0
"2090228C",5100,0,0,0
"2090229",5101,241,538,30
"2090230A",5102,478,362,40
"2090230B",5103,0,0,0
"2090231",5104,528,839,68
"2090232A",5105,833,430,56
"2090232B",5106,0,0,0
"2090232C",5107,0,0,0
"2090233",5108,236,371,31
"2090234",5109,180,280,27
"2090235",5110,865,730,81
"2090236",5111,486,269,35
"2090238",5112,12,12,1
"2090301",5113,0,0,0
"2090315",5114,1290,837,65
"2090316",5115,406,420,44
"2090317",5116,58,183,15
"2090318",5117,21,42,4
"2090330",5118,273,682,48
"2090332",5119,646,1455,105
"2090333A",5120,1619,1099,129
"2090333B",5121,3,0,0
"2090333C",5122,0,0,0
"2090334",5123,376,1440,57
"2090335A",5124,1317,845,115
"2090335B",5125,0,0,0
"2090335C",5126,0,0,0
"2090335D",5127,0,0,0
"2090336",5128,531,829,76
"2090337",5129,1047,637,77
"2090338",5130,1023,626,73
"2090339A",5131,531,234,29
"2090339B",5132,2,1,0
"2090339C",5133,0,0,0
"2090339D",5134,0,0,0
"2090339E",5135,0,0,0
"2090340",5136,437,681,59
"2090413A",5137,102,498,17
"2090413B",5138,0,0,0
"2090414",5139,149,600,42
"2090415A",5140,244,943,57
"2090415B",5141,0,0,0
"2090416",5142,14,29,4
"2090417",5143,525,504,37
"2090418",5144,2,0,0
"2090419",5145,535,499,45
"2090420A",5146,298,224,22
"2090420B",5147,2,2,0
"2090420C",5148,0,0,0
"2090421",5149,23,11,0
"2090440",5150,898,527,69
"2090441",5151,1210,706,125
"2090442",5152,974,911,96
"2090443",5153,1606,1094,126
"2090444",5154,914,589,67
"2090445",5155,722,465,54
"2090446",5156,573,390,42
"2090447",5157,618,646,80
"2090448",5158,821,530,60
"2090449A",5159,1543,839,116
"2090449B",5160,0,0,0
"2090449C",5161,2,0,0
"2110101",5162,227,34,2
"2110201",5163,235,34,5
"2110202",5164,17,1,0
"2110301",5165,352,27,10
"2110302",5166,29,1,0
"2110303",5167,66,8,3
"2110401",5168,190,12,9
"2110402",5169,70,10,2
"2130002",5170,276,65,14
"2130003",5171,185,350,11
"2130004",5172,1424,338,47
"213001A",5173,693,129,24
"213001M",5174,736,245,22
"213001T",5175,694,160,24
"213002E",5176,933,149,33
"213003B",5177,1251,172,45
"213003C",5178,1990,344,58
"213003M",5179,626,113,15
"213003N",5180,815,147,29
"213004A",5181,226,123,12
"213004W",5182,496,81,14
"21301CR",5183,1152,178,62
"21301MN",5184,544,142,23
"21301TC",5185,1108,235,45
"21303WS",5186,629,104,30
"21304BV",5187,386,79,12
"21304CC",5188,680,198,21
"21304MS",5189,112,135,10
"21304PF",5190,234,46,5
"21304SE",5191,1513,294,48
"2132GBN",5192,1255,286,44
"2132GBS",5193,807,158,25
"2132PSN",5194,1231,271,35
"2132PSS",5195,649,102,19
"2134NYL",5196,494,52,14
"2150001",5197,55,175,7
"2150002",5198,302,437,13
"2150003",5199,91,305,9
"2150004",5200,512,1248,28
"2150005",5201,155,603,16
"2150006",5202,415,431,14
"2150007",5203,590,782,39
"2150008",5204,431,339,17
"2150009",5205,565,798,34
"2150010",5206,263,596,15
"2150011",5207,129,646,12
"2150012",5208,49,83,3
"2150013",5209,655,1033,50
"2150014",5210,183,402,17
"2150015",5211,82,139,8
"2150016",5212,163,1110,17
"2150017",5213,193,696,10
"2150018",5214,33,58,6
"2150019",5215,52,50,4
"2150020",5216,69,294,11
"2150021",5217,47,102,4
"2150022",5218,69,179,8
"2150023",5219,243,548,17
"2150024",5220,47,17,0
"2150025",5221,420,615,16
"2150026",5222,73,238,7
"2150027",5223,69,242,3
"2150028",5224,280,570,24
"2150029",5225,151,180,13
"2150030",5226,469,1068,50
"2150031",5227,255,386,14
"2150032",5228,333,641,13
"2150033",5229,181,545,18
"2150034",5230,142,255,9
"2150035",5231,354,886,20
"2150036",5232,403,976,25
"2150037",5233,121,259,10
"2150038",5234,648,779,25
"2150039",5235,148,509,16
"2150040",5236,142,567,10
"2150041",5237,214,752,22
"2150042",5238,394,810,26
"2150043",5239,444,1081,35
"2150044",5240,71,269,3
"2150045",5241,277,417,12
"2150046",5242,31,77,3
"2150047",5243,158,368,9
"2150048",5244,265,788,20
"2150049",5245,301,644,19
"2150050",5246,209,654,17
"2150051",5247,115,903,23
"2150052",5248,864,1179,64
"2150053",5249,764,1564,52
"2150054",5250,370,360,18
"2150055",5251,250,710,18
"2150056",5252,312,757,23
"2150057",5253,83,199,6
"2150058",5254,400,758,13
"2150059",5255,178,501,16
"2150060",5256,351,654,21
"2150061",5257,192,524,16
"2150062",5258,920,757,42
"2150063",5259,71,153,4
"2150064",5260,115,499,12
"2150065",5261,133,237,12
"2150066",5262,164,336,10
"2150067",5263,403,569,20
"2150068",5264,385,779,35
"2150069",5265,367,729,23
"2150070",5266,165,376,3
"2150071",5267,11,50,3
"2150072",5268,196,380,12
"2150073",5269,811,639,37
"2150074",5270,139,202,5
"2150075",5271,17,14,1
"2150076",5272,11,3,0
"2150077",5273,196,472,7
"2150078",5274,187,591,12
"2150079",5275,92,335,11
"2150080",5276,67,319,7
"2150081",5277,869,1268,42
"2150082",5278,0,3,0
"2150083",5279,925,781,34
"2150084",5280,122,254,10
"2150085",5281,361,868,33
"2150086",5282,122,158,4
"2150087",5283,313,773,30
"2150088",5284,344,980,32
"2150089",5285,1,4,0
"2150090",5286,318,1565,21
"2150091",5287,105,220,9
"2150092",5288,24,61,1
"2150093",5289,47,35,3
"2150094",5290,182,478,20
"2150095",5291,238,912,19
"2150096",5292,666,713,45
"2150097",5293,311,677,23
"2150098",5294,422,956,36
"2150099",5295,397,1182,32
"2150100",5296,278,863,28
"2150101",5297,319,204,13
"2150102",5298,288,236,13
"2150103",5299,691,692,34
"2150104",5300,250,615,27
"2150105",5301,473,864,38
"2150106",5302,1003,1384,79
"2150107",5303,332,704,42
"2150108",5304,228,702,10
"2150109",5305,319,871,37
"2150110",5306,112,252,5
"2150111",5307,439,615,24
"2150112",5308,145,433,13
"2150113",5309,616,915,37
"2150114",5310,885,835,48
"2150115",5311,357,777,19
"2150116",5312,213,441,17
"2150117",5313,290,998,25
"2150118",5314,292,452,10
"2150119",5315,105,313,6
"2150120",5316,242,618,15
"2150121",5317,23,46,1
"2150122",5318,239,865,15
"2150123",5319,138,269,10
"2150124",5320,309,373,24
"2150125",5321,103,226,5
"2150126",5322,244,414,12
"2150127",5323,92,291,4
"2150128",5324,178,595,15
"2150129",5325,47,38,1
"2150130",5326,197,216,6
"2150131",5327,0,10,0
"2150132",5328,75,247,14
"2150133",5329,11,20,0
"2150134",5330,603,508,35
"2150135",5331,326,412,18
"2150136",5332,315,470,22
"2150137",5333,9,8,1
"2150138",5334,27,112,4
"2150139",5335,53,103,6
"2150140",5336,1,5,0
"2150141",5337,12,29,0
"2150142",5338,3,8,0
"2150143",5339,1,1,0
"2150144",5340,7,5,0
"2150145",5341,73,281,6
"2150146",5342,92,437,15
"2150147",5343,18,27,1
"2150148",5344,7,14,2
"2150149",5345,7,27,0
"2150150",5346,155,261,7
"2150151",5347,22,127,8
"2150152",5348,416,523,28
"2150153",5349,18,89,1
"2150154",5350,269,619,14
"2150155",5351,91,147,3
"2150156",5352,176,575,19
"2150157",5353,142,314,10
"2150158",5354,392,792,37
"2150159",5355,29,110,3
"2150160",5356,74,77,10
"2150161",5357,285,528,12
"2150162",5358,18,25,1
"2150163",5359,18,37,1
"2150164",5360,426,420,22
"2150165",5361,162,182,13
"2150166",5362,94,110,9
"2150167",5363,162,120,13
"2150168",5364,84,99,8
"2150169",5365,64,122,2
"2150170",5366,48,215,1
"2150171",5367,2,9,0
"2150172",5368,8,8,0
"2150173",5369,225,291,12
"2150174",5370,72,258,7
"2150175",5371,167,325,14
"2150176",5372,131,293,5
"2150177",5373,56,164,5
"2150178",5374,9,7,0
"2150179",5375,37,85,0
"2150180",5376,20,42,1
"2150181",5377,337,146,9
"2150182",5378,52,177,5
"2150183",5379,55,132,4
"2150184",5380,13,4,0
"2150185",5381,0,0,0
"2150186",5382,14,60,4
"2150187",5383,305,609,16
"2150188",5384,405,448,22
"2150189",5385,90,283,8
"2150190",5386,72,95,4
"2150191",5387,62,111,5
"2150192",5388,41,94,2
"2150193",5389,56,94,2
"2150194",5390,362,539,18
"2150195",5391,218,175,4
"2150196",5392,183,206,14
"2150197",5393,31,183,6
"2150198",5394,89,304,10
"2150199",5395,560,619,33
"2150200",5396,499,661,25
"2150201",5397,278,304,12
"2150202",5398,246,179,10
"2150203",5399,616,893,36
"2150204",5400,99,129,11
"2150205",5401,19,53,1
"2150206",5402,171,320,10
"2150207",5403,540,644,31
"2150209",5404,69,164,4
"2150210",5405,28,101,3
"2150211",5406,138,304,9
"2150212",5407,105,83,6
"2150213",5408,22,53,1
"2150215",5409,151,251,10
"2150216",5410,177,420,14
"2150217",5411,14,47,1
"2150218",5412,71,188,12
"2150219",5413,106,255,11
"2150220",5414,91,146,5
"2150221",5415,197,330,14
"2150222",5416,5,2,0
"2150223",5417,107,89,2
"2150224",5418,94,37,0
"2150225",5419,25,84,5
"2150226",5420,7,12,0
"2150227",5421,179,772,18
"2150228",5422,549,1758,49
"2150229",5423,94,238,8
"2150230",5424,121,137,9
"2150231",5425,54,72,7
"2150232",5426,110,291,16
"2150233",5427,0,0,1
"2150234",5428,264,817,12
"2150235",5429,75,66,3
"2150236",5430,165,124,15
"2150237",5431,52,224,7
"2150238",5432,22,24,0
"2150239",5433,341,511,13
"2150240",5434,114,203,8
"2150241",5435,25,68,4
"2150242",5436,6,6,0
"2150243",5437,17,19,0
"2150244",5438,105,174,6
"2150245",5439,22,66,2
"2150246",5440,1,1,0
"2150247",5441,24,39,2
"2150248",5442,4,9,0
"2150249",5443,50,82,6
"2150250",5444,4,35,2
"2150251",5445,2,4,0
"2150252",5446,7,1,0
"2150253",5447,62,106,1
"2150254",5448,18,35,1
"2150255",5449,36,60,2
"2150256",5450,12,73,2
"2150257",5451,37,182,1
"2170002",5452,385,123,26
"2170003",5453,258,262,9
"2170004",5454,923,267,32
"2170005",5455,239,37,13
"2170006",5456,170,33,5
"2170007",5457,268,49,10
"2170008",5458,111,16,1
"2170009",5459,148,40,19
"2170010",5460,689,216,45
"2170012",5461,360,52,10
"2170013",5462,1136,182,52
"2170014",5463,526,56,24
"2170015",5464,174,27,5
"2170016",5465,146,33,5
"2170018",5466,90,9,1
"2170019",5467,167,29,6
"2170020",5468,438,64,22
"2170021",5469,897,171,32
"2170022",5470,714,144,32
"2170023",5471,190,72,9
"2170024",5472,473,154,21
"2170027",5473,307,68,12
"2190011",5474,343,48,11
"2190014",5475,329,52,24
"2190015",5476,185,16,14
"2190016",5477,887,139,42
"2190021",5478,678,169,32
"2190024",5479,324,53,13
"2190032",5480,549,161,21
"2190033",5481,49,3,4
"2190035",5482,57,22,5
"2190036",5483,70,59,7
"2190043",5484,165,19,5
"2190044",5485,288,92,14
"2190045A",5486,377,105,14
"2190045B",5487,178,50,8
"2190046",5488,246,53,16
"2210001",5489,558,111,18
"2210002",5490,1639,317,74
"2210003",5491,1359,261,56
"2210004",5492,1131,225,43
"2210005",5493,1261,215,39
"2210007",5494,559,91,15
"2210008",5495,1319,248,53
"2210009",5496,2034,368,94
"2210010",5497,2421,421,104
"2210011",5498,837,149,31
"2210012",5499,770,148,29
"2210013",5500,1570,314,58
"2210014",5501,1640,338,65
"2210015",5502,218,43,12
"2210016",5503,2873,473,105
"2230001",5504,929,238,30
"2230002",5505,526,196,11
"2230003",5506,659,227,18
"2230004",5507,615,89,21
"2230005",5508,243,23,4
"2230008",5509,130,24,2
"2230011",5510,340,76,5
"2230012",5511,165,15,2
"2230013",5512,371,83,4
"2230014",5513,454,71,13
"2230016",5514,535,76,8
"2230017",5515,539,107,11
"223001A",5516,772,156,15
"2230020",5517,286,39,9
"2230023",5518,133,16,3
"2230024",5519,356,39,8
"2230025",5520,174,26,4
"223002A",5521,308,274,8
"2230036",5522,428,51,16
"223003A",5523,677,162,14
"223004A",5524,737,202,19
"2250001",5525,379,193,15
"2250002",5526,561,213,11
"2250003",5527,243,402,6
"2250004",5528,685,225,26
"2250005",5529,527,91,14
"2250006",5530,419,141,18
"2250007",5531,464,59,22
"2250008",5532,194,37,6
"2250009",5533,238,19,7
"2250010",5534,148,28,5
"2250011",5535,69,13,4
"2250012",5536,74,11,1
"2250014",5537,232,27,4
"2250015",5538,128,31,1
"2250016",5539,154,9,3
"2250017",5540,162,15,4
"2250018",5541,61,32,1
"2250019",5542,264,72,7
"2250020",5543,129,8,3
"2250021",5544,154,38,3
"2250022",5545,125,32,4
"2270011",5546,222,193,18
"2270012",5547,96,80,8
"2270013",5548,76,63,9
"2270014",5549,32,28,3
"2270016",5550,20,18,1
"2270024",5551,179,35,13
"2270025",5552,495,99,34
"2270026",5553,290,53,14
"2270032",5554,40,11,2
"2270033",5555,519,162,40
"2270034",5556,475,140,24
"2270035",5557,125,38,11
"2270037",5558,0,0,0
"2270042",5559,222,67,7
"2270045",5560,239,80,16
"2270046",5561,258,89,19
"2270103",5562,35,28,7
"2270104",5563,14,10,0
"2270105",5564,0,0,0
"227012A",5565,19,15,0
"2270205",5566,535,107,35
"2270207",5567,429,56,29
"2270208",5568,71,5,3
"2270209",5569,0,0,0
"2270304",5570,176,51,8
"2270404",5571,188,62,14
"2270405",5572,80,19,3
"2270408",5573,22,0,0
"2270409",5574,250,17,9
"227207C",5575,279,39,14
"2290001",5576,130,101,16
"2290002",5577,102,128,9
"2290004",5578,88,54,5
"229003N",5579,55,33,9
"229003S",5580,56,50,5
"2310101",5581,491,59,11
"2310102",5582,556,105,20
"2310103",5583,345,45,23
"2310104",5584,459,81,14
"2310105",5585,228,113,15
"2310106",5586,555,261,19
"2310107",5587,1084,381,42
"2310108",5588,473,244,22
"2310109",5589,567,101,14
"2310210",5590,283,83,12
"2310211",5591,296,63,9
"2310212",5592,448,163,15
"2310213",5593,448,50,22
"2310214",5594,1285,208,44
"2310215",5595,2292,463,93
