CNTYVTD,VTDKEY,BushR_18G_Land Comm,SuazoD_18G_Land Comm,PinaL_18G_Land Comm
"3550020",6798,457,796,43
"3550021",6799,148,49,4
"3550022",6800,92,89,6
"3550023",6801,949,212,39
"3550024",6802,57,183,4
"3550025",6803,150,47,6
"3550026",6804,1641,824,68
"3550027",6805,117,122,4
"3550028",6806,99,14,1
"3550029",6807,1098,637,56
"3550030",6808,7,30,1
"3550031",6809,37,139,0
"3550032",6810,472,389,24
"3550033",6811,52,110,1
"3550034",6812,54,90,2
"3550035",6813,62,229,6
"3550036",6814,156,182,9
"3550037",6815,161,372,15
"3550038",6816,18,102,8
"3550039",6817,132,110,3
"3550040",6818,1780,495,86
"3550041",6819,28,70,2
"3550042",6820,167,86,6
"3550043",6821,42,128,4
"3550044",6822,47,188,4
"3550045",6823,24,107,3
"3550046",6824,18,54,4
"3550047",6825,28,56,2
"3550048",6826,285,353,29
"3550049",6827,331,128,19
"3550050",6828,117,125,9
"3550051",6829,290,382,16
"3550052",6830,69,219,7
"3550053",6831,100,175,4
"3550054",6832,163,418,11
"3550055",6833,129,315,5
"3550056",6834,92,209,12
"3550057",6835,114,191,7
"3550058",6836,363,283,25
"3550059",6837,374,377,43
"3550060",6838,52,250,9
"3550061",6839,24,209,4
"3550062",6840,63,192,6
"3550063",6841,878,495,55
"3550064",6842,417,152,18
"3550065",6843,1101,744,90
"3550066",6844,314,319,26
"3550067",6845,1057,762,62
"3550068",6846,132,257,12
"3550069",6847,297,422,23
"3550070",6848,354,589,31
"3550071",6849,142,360,17
"3550072",6850,230,340,15
"3550073",6851,114,373,18
"3550074",6852,119,387,13
"3550075",6853,133,479,9
"3550076",6854,50,149,2
"3550077",6855,13,76,1
"3550078",6856,119,426,10
"3550079",6857,87,269,8
"3550080",6858,87,406,14
"3550081",6859,1661,475,108
"3550082",6860,62,95,9
"3550083",6861,90,243,6
"3550084",6862,130,156,13
"3550085",6863,17,137,3
"3550086",6864,212,150,13
"3550087",6865,258,330,22
"3550088",6866,606,506,42
"3550089",6867,109,121,9
"3550090",6868,147,165,21
"3550091",6869,727,792,64
"3550092A",6870,543,429,41
"3550092B",6871,25,20,2
"3550093",6872,284,658,19
"3550094",6873,454,398,35
"3550095",6874,88,207,8
"3550096",6875,105,202,9
"3550097",6876,106,262,4
"3550098",6877,131,477,16
"3550099",6878,38,119,4
"3550100",6879,223,214,10
"3550101",6880,794,548,43
"3550102",6881,407,279,30
"3550103",6882,676,357,41
"3550104",6883,55,213,3
"3550105",6884,68,290,2
"3550106",6885,563,525,29
"3550107",6886,1807,537,77
"3550108",6887,80,154,3
"3550109",6888,137,110,8
"3550110",6889,366,210,22
"3550111",6890,283,148,11
"3550112",6891,629,527,35
"3550113",6892,28,123,2
"3550114",6893,70,89,2
"3550115",6894,532,384,38
"3550116",6895,1006,915,64
"3550117",6896,1023,335,82
"3550118",6897,468,641,32
"3550119",6898,969,606,54
"3550120",6899,533,452,31
"3550121",6900,341,351,24
"3550122",6901,1110,442,64
"3550123",6902,613,307,37
"3550124",6903,853,646,48
"3550125",6904,1478,1035,80
"3550126",6905,998,469,58
"3550127",6906,673,219,35
"3570001",6907,288,39,6
"3570002",6908,432,41,15
"3570003",6909,844,45,27
"3570004",6910,563,54,15
"3590101",6911,108,10,3
"3590103",6912,96,5,2
"3590202",6913,84,9,4
"3590203",6914,105,12,0
"3590303",6915,143,17,4
"3590403",6916,79,9,5
"3590404",6917,100,4,3
"3610001",6918,107,20,7
"3610002",6919,183,286,17
"3610003",6920,80,409,5
"3610004",6921,5,155,0
"3610005",6922,398,326,16
"3610006",6923,757,133,23
"3610007",6924,611,202,26
"3610008",6925,991,185,23
"3610009",6926,829,146,21
"3610010",6927,283,71,11
"3610011",6928,170,68,8
"3610012",6929,415,126,11
"3610013",6930,370,214,9
"3610014",6931,549,248,21
"3610015",6932,726,156,26
"3610016",6933,1121,115,37
"3610017",6934,756,78,43
"3610018",6935,818,109,32
"3610019",6936,633,104,32
"3610020",6937,546,72,17
"3610021",6938,105,22,2
"3610022",6939,550,56,14
"3610023",6940,1178,136,39
"3610024",6941,648,78,21
"3610025",6942,684,118,17
"3610026",6943,899,147,31
"3610027",6944,889,123,27
"3610028",6945,1450,160,38
"3610029",6946,451,59,14
"3610030",6947,435,54,14
"3610031",6948,1055,140,34
"3610032",6949,882,96,18
"3610033",6950,597,94,13
"3610034",6951,624,83,23
"3630001",6952,301,61,7
"3630002",6953,10,1,0
"3630003",6954,479,62,6
"3630004",6955,202,28,3
"3630005",6956,191,47,8
"3630006",6957,459,100,21
"3630007",6958,266,29,3
"3630008",6959,850,88,18
"3630009",6960,222,27,6
"3630011",6961,146,20,0
"3630012",6962,194,37,10
"3630013",6963,309,81,9
"3630014",6964,79,17,2
"3630015",6965,389,50,11
"3630016",6966,216,22,6
"3630017",6967,172,81,6
"3630018",6968,77,14,1
"3630020",6969,108,8,0
"3630021",6970,362,86,7
"3630022",6971,490,65,20
"3630023",6972,511,131,21
"3630024",6973,68,10,1
"3630025",6974,55,9,4
"3630026",6975,31,12,2
"3630027",6976,686,178,25
"3630028",6977,262,95,7
"3630029",6978,289,124,14
"3630030",6979,166,78,6
"3650001",6980,806,185,33
"3650002",6981,928,202,26
"3650003",6982,564,156,14
"3650005",6983,250,29,4
"3650007",6984,286,78,18
"3650008",6985,100,16,6
"3650009",6986,320,50,10
"3650010",6987,136,50,9
"3650012",6988,235,8,5
"3650013",6989,126,48,7
"3650014",6990,224,20,9
"3650018",6991,986,172,30
"3650019",6992,170,11,8
"3650020",6993,173,3,3
"3650022",6994,97,79,5
"3650026",6995,73,27,2
"3650027",6996,306,232,5
"3650028",6997,927,167,21
"3650029",6998,184,9,6
"3670100",6999,1982,398,78
"3670105",7000,1000,143,41
"3670110",7001,636,158,34
"3670111",7002,533,121,18
"3670115",7003,954,189,43
"3670120",7004,903,146,18
"3670125",7005,1228,144,37
"3670130",7006,1377,234,47
"3670135",7007,710,121,30
"3670140",7008,508,74,14
"3670200",7009,673,187,41
"3670205",7010,661,226,41
"3670210",7011,932,106,41
"3670215",7012,1683,240,70
"3670220",7013,359,44,16
"3670225",7014,614,92,23
"3670230",7015,763,133,25
"3670235",7016,538,65,29
"3670240",7017,492,82,21
"3670245",7018,718,97,22
"3670250",7019,715,128,40
"3670255",7020,826,182,25
"3670300",7021,750,229,37
"3670305",7022,1073,241,43
"3670310",7023,591,207,23
"3670315",7024,1794,376,77
"3670320",7025,919,130,36
"3670325",7026,916,132,44
"3670330",7027,599,123,33
"3670335",7028,1879,185,64
"3670340",7029,517,44,14
"3670345",7030,984,149,28
"3670350",7031,1337,173,68
"3670400",7032,1655,325,61
"3670405",7033,1809,294,68
"3670410",7034,919,203,37
"3670415",7035,1219,287,59
"3670420",7036,1122,159,38
"3670425",7037,708,107,33
"3670430",7038,1300,276,52
"3670435",7039,1364,288,39
"3670440",7040,2126,339,57
"3670445",7041,1027,156,33
"3670450",7042,1311,271,47
"3690101",7043,496,103,20
"3690201",7044,155,106,5
"3690202",7045,110,12,5
"3690203",7046,41,1,3
"3690301",7047,395,74,18
"3690302",7048,124,7,2
"3690303",7049,29,5,1
"3690401",7050,149,12,5
"3690402",7051,82,52,2
"3710001",7052,590,296,26
"3710002",7053,460,322,18
"3710003",7054,127,15,3
"3710004",7055,305,54,16
"3710005",7056,38,7,0
"3710006",7057,24,22,3
"3710007",7058,338,291,16
"3710009",7059,100,22,7
"3710010",7060,181,128,11
"3730001",7061,166,18,5
"3730002",7062,216,25,8
"3730003",7063,591,164,22
"3730004",7064,583,128,24
"3730005",7065,1008,260,49
"3730006",7066,1899,330,72
"3730007",7067,245,89,7
"3730008",7068,313,127,5
"3730009",7069,282,70,4
"3730010",7070,676,279,11
"3730011",7071,133,39,8
"3730012",7072,68,55,6
"3730013",7073,188,22,6
"3730014",7074,328,44,4
"3730015",7075,433,51,13
"3730016",7076,1713,268,49
"3730017",7077,510,81,13
"3730018",7078,94,168,5
"3730019",7079,1349,586,54
"3730020",7080,1368,574,58
"3730021",7081,482,121,15
"3750121",7082,965,206,41
"3750122",7083,802,249,57
"3750123",7084,1271,511,75
"3750124",7085,1020,253,44
"3750125",7086,1222,515,83
"3750126",7087,720,344,43
"3750221",7088,246,230,18
"3750222",7089,265,176,10
"3750223",7090,270,319,14
"3750224",7091,582,384,36
"3750225",7092,270,252,16
"3750321",7093,1323,120,48
"3750322",7094,93,16,7
"3750323",7095,1847,286,65
"3750324",7096,2130,439,78
"3750325",7097,980,293,54
"3750326",7098,1049,189,51
"3750327",7099,444,84,33
"3750421",7100,150,262,15
"3750422",7101,444,682,35
"3750424",7102,180,314,16
"3750425",7103,239,308,11
"3750426",7104,117,91,2
"3750427",7105,89,95,7
"3770001",7106,78,100,11
"3770002",7107,50,112,8
"3770003",7108,4,15,0
"3770004",7109,42,212,8
"3770005",7110,31,121,4
"3770006",7111,10,4,1
"3770007",7112,221,537,21
"3790101",7113,605,64,19
"3790102",7114,326,61,7
"3790203",7115,740,84,15
"3790204",7116,296,40,10
"3790305",7117,443,73,12
"3790306",7118,415,131,10
"3790407",7119,471,76,10
"3790408",7120,394,72,10
"3810110",7121,2380,323,87
"3810111",7122,1387,564,68
"3810112",7123,994,393,70
"3810114",7124,1061,357,46
"3810123",7125,625,214,36
"3810208",7126,2788,540,82
"3810220",7127,873,199,40
"3810222",7128,2155,386,79
"3810227",7129,2580,446,98
"3810228",7130,2499,490,79
"3810230",7131,1600,260,53
"3810305",7132,1249,226,62
"3810306",7133,1787,403,75
"3810307",7134,1805,316,71
"3810309",7135,1637,178,63
"3810324",7136,2584,468,117
"3810325",7137,2005,233,67
"3810415",7138,1807,442,78
"3810418",7139,2196,507,116
"3810421",7140,1298,327,68
"3810426",7141,1447,192,66
"3810429",7142,1699,509,101
"3830001",7143,69,32,4
"3830002",7144,260,23,6
"3830003A",7145,173,35,6
"3830003B",7146,18,0,0
"3830004",7147,160,27,6
"3850001",7148,350,64,19
"3850002",7149,392,57,12
"3850003",7150,181,50,10
"3850004",7151,132,21,6
"3850006",7152,164,22,5
"3850007",7153,41,4,0
"3870001",7154,44,4,0
"3870002",7155,242,113,9
"3870003",7156,303,244,12
"3870004",7157,303,161,14
"3870005",7158,485,57,9
"3870007",7159,121,24,3
"3870009",7160,168,7,1
"3870010",7161,105,11,7
"3870011",7162,71,8,0
"3870013",7163,282,45,7
"3870014",7164,99,16,4
"3870017",7165,127,16,3
"3870018",7166,78,9,0
"3870019",7167,207,25,1
"3870020",7168,48,35,1
"3870021",7169,62,25,3
"3870024",7170,85,25,1
"3870027",7171,210,13,4
"3870028",7172,99,39,2
"3870029",7173,74,27,2
"3870030",7174,66,3,2
"3870031",7175,84,5,2
"3890001",7176,38,59,4
"3890002",7177,127,138,8
"3890003",7178,158,155,8
"3890004",7179,24,6,1
"3890005",7180,78,98,6
"3890006",7181,24,23,1
"3890007",7182,188,117,9
"3890008",7183,48,58,5
"3890010",7184,133,146,7
"3890011",7185,87,150,7
"3890012",7186,208,138,12
"3910001",7187,92,91,2
"3910002",7188,409,85,10
"3910003",7189,286,86,11
"3910004",7190,44,129,2
"391001A",7191,105,129,8
"391002A",7192,106,15,8
"391002B",7193,112,40,5
"391003A",7194,271,70,3
"391004A",7195,135,86,6
"391004B",7196,72,42,4
"3930001",7197,114,2,1
"3930002",7198,115,3,2
"3930003",7199,82,9,0
"39304-1",7200,65,2,0
"39304-2",7201,65,3,1
"3950001",7202,373,324,17
"3950002",7203,448,268,25
"3950003",7204,321,34,7
"3950004",7205,274,29,6
"3950005",7206,611,199,31
"3950006",7207,708,146,14
"3950007",7208,21,23,1
"3950008",7209,163,18,2
"3950011",7210,474,130,25
"3950013",7211,117,11,5
"3950016",7212,78,12,5
"3950018",7213,48,3,1
"3950019",7214,306,34,10
"3950022",7215,103,438,6
"3950023",7216,155,152,7
"3970001A",7217,2401,797,103
"3970001B",7218,0,0,0
"3970002",7219,1961,609,72
"3970003",7220,138,129,6
"3970004",7221,1212,274,36
"397001AA",7222,1058,506,53
"397001AB",7223,332,158,17
"397001B",7224,2794,745,98
"397001C",7225,1622,419,53
"397002A",7226,1873,749,89
"397002B",7227,756,374,42
"397002C",7228,2724,600,94
"397003A",7229,339,392,8
"397003B",7230,993,654,51
"397003C",7231,1555,252,30
"397003D",7232,3154,787,104
"397004A",7233,3011,1348,150
"397004B",7234,551,230,26
"397004C",7235,1302,419,55
"3990001",7236,558,95,18
"3990002",7237,47,9,2
"3990003",7238,537,80,26
"3990004A",7239,129,21,7
"3990004B",7240,7,0,0
"3990005",7241,95,4,1
"3990006",7242,78,4,1
"3990007",7243,368,56,12
"3990008",7244,363,26,11
"3990009",7245,365,45,14
"3990010",7246,224,14,5
"4010111",7247,412,76,21
"4010112",7248,769,156,25
"4010113",7249,1179,279,43
"4010114",7250,644,136,20
"4010201",7251,371,84,9
"4010212",7252,418,74,17
"4010213",7253,821,169,26
"4010214",7254,1135,324,37
"4010215",7255,816,280,17
"4010302",7256,295,243,9
"4010303",7257,381,299,18
"4010314A",7258,465,56,13
"4010314B",7259,42,5,0
"4010315",7260,399,35,14
"4010316",7261,231,18,15
"4010317",7262,173,116,4
"4010318",7263,462,125,13
"4010319",7264,113,85,5
"4010404",7265,814,134,19
"4010405",7266,569,124,21
"4010416",7267,401,73,19
"4010417",7268,571,153,19
"4010418",7269,932,227,29
"4030001",7270,902,95,38
"4030002",7271,720,80,30
"4030003",7272,147,71,7
"4030004",7273,135,8,1
"4030005",7274,477,42,9
"4030006",7275,755,117,28
"4030007",7276,42,46,4
"4030008",7277,138,19,6
"4050001",7278,420,207,22
"4050002",7279,105,85,3
"4050003",7280,92,34,4
"4050004",7281,148,58,4
"4050005",7282,158,27,6
"4050006",7283,139,24,8
"4050007",7284,159,33,5
"4050008",7285,331,29,6
"4050009",7286,427,50,23
"4050010",7287,187,18,7
"4050011",7288,8,150,0
"4070001",7289,1142,292,54
"4070002",7290,1278,302,49
"4070003",7291,537,116,27
"4070004",7292,391,20,16
"4070005",7293,849,120,33
"4070006",7294,956,202,32
"4070007",7295,888,283,32
"4070008",7296,440,122,18
"4070010",7297,275,45,14
"4070013",7298,297,56,8
"4070014",7299,247,90,16
"4090101",7300,105,100,13
"4090102",7301,564,513,39
"4090103",7302,153,31,10
"4090104",7303,390,224,22
"4090105",7304,179,441,15
"4090106",7305,401,213,24
"4090107",7306,89,41,3
"4090108",7307,1434,469,76
"4090109",7308,899,333,71
"4090110",7309,445,298,26
"4090111",7310,20,4,1
"4090112",7311,82,319,2
"4090113",7312,129,270,13
"4090114",7313,633,192,37
"4090115",7314,1289,374,63
"4090116",7315,1682,409,96
"4090117",7316,155,56,11
"4090118",7317,335,511,19
"4090119",7318,452,162,32
"4090120",7319,290,86,10
"4090121",7320,611,266,31
"4090122",7321,267,109,8
"4090123",7322,29,20,3
"4090124",7323,615,706,26
"4090125",7324,19,7,0
"4110001",7325,450,60,12
"411002A",7326,311,33,16
"411002B",7327,145,14,3
"411003A",7328,230,46,7
"411003B",7329,161,29,3
"411004A",7330,402,36,6
"411004B",7331,61,5,1
"4130001",7332,202,65,13
"4130002",7333,180,44,16
"4130003",7334,52,32,1
"4130004",7335,265,44,12
"4150005",7336,47,6,6
"4150006",7337,140,15,1
"4150007",7338,936,139,29
"4150008",7339,351,47,13
"4150009",7340,237,25,10
"4150010",7341,627,68,16
"4150011",7342,67,7,2
"4150012",7343,485,109,23
"4150013",7344,218,40,8
"4150014",7345,62,11,5
"4150015",7346,393,133,21
"4170101",7347,275,30,1
"4170202",7348,330,13,9
"4170303",7349,129,7,8
"4170307",7350,150,12,2
"4170404",7351,22,1,0
"4170405",7352,105,10,5
"4170406A",7353,134,17,4
"4170406B",7354,2,0,0
"4190002",7355,369,46,11
"4190003",7356,155,12,7
"4190004",7357,322,59,8
"4190005",7358,899,87,24
"4190006",7359,267,46,2
"4190007",7360,282,120,12
"4190008",7361,360,180,13
"419001N",7362,565,113,20
"419001S",7363,695,163,17
"419001W",7364,199,32,8
"419009N",7365,469,107,12
"419009S",7366,402,75,14
"41901SE",7367,252,348,14
"41901SW",7368,577,82,11
"4210101",7369,35,4,1
"4210102",7370,100,20,0
"4210201",7371,66,17,3
"4210202",7372,60,1,0
"4210301",7373,64,9,3
"4210302",7374,108,10,1
"4210401",7375,257,18,8
"4230001",7376,57,94,3
"4230002",7377,58,229,3
"4230003",7378,1042,332,64
"4230004",7379,367,323,20
"4230005",7380,2019,315,70
"4230006",7381,367,85,16
"4230007",7382,766,233,49
"4230008",7383,578,175,18
"4230009",7384,44,94,1
"4230010",7385,678,770,40
"4230011",7386,112,622,12
"4230012",7387,266,741,28
"4230013",7388,28,660,6
"4230014",7389,548,310,27
"4230015",7390,2577,326,76
"4230016",7391,75,485,9
"4230017",7392,448,55,20
"4230018",7393,37,564,12
"4230019",7394,2266,371,72
"4230020",7395,113,148,11
"4230021",7396,716,189,27
"4230022",7397,135,108,5
"4230023",7398,903,351,43
"4230025",7399,971,256,46
"4230026",7400,1191,227,52
"4230027",7401,604,305,37
"4230028",7402,1716,323,76
"4230029",7403,798,205,31
"4230030",7404,2117,342,93
"4230031",7405,1828,298,87
"4230032",7406,1138,315,57
"4230034",7407,175,478,9
"4230035",7408,526,736,29
"4230036",7409,260,960,20
"4230037",7410,936,181,33
"4230038",7411,838,366,44
"4230039",7412,116,133,6
"4230040",7413,2540,413,77
"4230041",7414,1774,296,63
"4230042",7415,1924,378,88
"4230043",7416,383,175,27
"4230044",7417,1143,724,69
"4230045",7418,688,76,21
"4230046",7419,392,165,16
"4230047",7420,129,61,11
"4230048",7421,114,84,10
"4230049",7422,38,73,1
"4230050",7423,1128,306,48
"4230052",7424,997,181,35
"4230054",7425,1338,482,46
"4230055",7426,1648,805,88
"4230056",7427,1485,460,81
"4230058",7428,1476,389,59
"4230059",7429,1600,404,70
"4230060",7430,92,143,3
"4230061",7431,604,453,41
"4230063",7432,7,28,1
"4230064",7433,46,37,2
"4230065",7434,37,36,0
"4230066",7435,166,148,11
"4230070",7436,180,92,15
"4230071",7437,1995,404,70
"4230072",7438,76,36,2
"4230073",7439,160,134,11
"4230074",7440,158,24,12
"4230075",7441,1645,226,54
"4230076",7442,69,176,3
"4230077",7443,113,87,14
"4230078",7444,76,18,2
"4230079",7445,1561,408,70
"4230080",7446,9,2,1
"4230081",7447,41,82,3
"4230082",7448,8,12,0
"4250001",7449,598,104,27
"4250002",7450,871,171,32
"4250003",7451,758,140,36
"4250004",7452,734,122,44
"4270001",7453,300,584,17
"4270002",7454,344,829,24
"4270003",7455,133,420,13
"4270004",7456,137,115,3
"4270005",7457,19,26,3
"4270006",7458,586,2063,79
"4270007",7459,66,268,9
"4270008",7460,185,669,13
"4270009",7461,234,748,15
"4270010",7462,532,1267,32
"4291-11",7463,482,65,15
"4292-11",7464,600,84,15
"4292-19A",7465,41,2,0
"4292-19B",7466,94,7,1
"4292-19C",7467,0,0,0
"4293-11",7468,216,44,8
"4293-19",7469,230,20,5
"4294-11",7470,266,43,12
"4294-19",7471,429,43,15
"4295-11",7472,191,9,0
"4310001A",7473,85,9,4
"4310001B",7474,27,4,1
"4310002A",7475,65,6,3
"4310002B",7476,6,0,0
"4310002C",7477,11,1,1
"4310002D",7478,3,0,0
"4310002E",7479,0,0,0
"4310003",7480,131,8,3
"4310004",7481,101,9,1
"4330001",7482,127,13,8
"4330002",7483,123,31,2
"4330003",7484,115,18,6
"4330004",7485,97,33,7
"4350101",7486,151,73,6
"4350201",7487,257,39,10
"4350301",7488,354,71,14
"4350401",7489,147,68,5
"4370001",7490,208,54,7
"4370002",7491,361,108,12
"4370003",7492,328,60,13
"4370004",7493,80,51,6
"4370006",7494,118,35,7
"4370007",7495,198,31,6
"4370009",7496,13,7,1
"4370011",7497,109,39,3
"4391001",7498,528,503,29
"4391004",7499,687,586,36
"4391005",7500,23,325,7
"4391008",7501,3,107,4
"4391009",7502,480,303,29
"4391010",7503,22,119,4
"4391011",7504,38,311,7
"4391012",7505,468,728,46
"4391013",7506,149,965,20
"4391014",7507,108,159,10
"4391015",7508,230,373,29
"4391019",7509,59,237,5
"4391021",7510,1193,520,68
"4391022",7511,419,302,28
"4391023",7512,728,664,48
"4391024",7513,1060,603,41
"4391025",7514,284,622,18
"4391034",7515,1437,360,50
"4391056",7516,25,102,5
"4391059",7517,19,185,4
"4391061",7518,8,47,1
"4391062",7519,9,11,0
"4391066",7520,117,243,17
"4391071",7521,396,713,37
"4391074",7522,22,249,10
"4391075",7523,63,280,5
"4391076",7524,333,395,27
"4391078",7525,12,339,7
"4391079",7526,21,428,3
"4391080",7527,26,460,7
"4391081",7528,276,148,8
"4391082",7529,112,170,7
"4391083",7530,59,315,5
"4391084",7531,0,0,0
"4391085",7532,120,211,10
"4391088",7533,87,420,11
"4391089",7534,22,549,5
"4391090",7535,30,503,6
"4391094",7536,291,544,42
"4391095",7537,406,179,17
"4391098",7538,46,602,7
"4391099",7539,92,240,6
"4391103",7540,619,265,19
"4391104",7541,113,1137,22
"4391105",7542,596,459,43
"4391106",7543,22,882,8
"4391108",7544,627,465,36
"4391109",7545,113,339,21
"4391111",7546,1308,310,44
"4391117",7547,673,501,34
"4391119",7548,760,1251,52
"4391120",7549,63,1166,22
"4391126",7550,314,666,31
"4391127",7551,41,686,6
"4391132",7552,27,603,9
"4391133",7553,481,562,42
"4391142",7554,389,360,38
"4391146",7555,485,849,41
"4391149",7556,210,859,12
"4391150",7557,230,568,12
"4391151",7558,262,372,20
"4391153",7559,54,795,11
"4391154",7560,36,168,1
"4391165",7561,52,88,5
"4391167",7562,448,426,34
"4391170",7563,511,937,47
"4391175",7564,367,451,17
"4391184",7565,175,260,23
"4391186",7566,308,98,6
"4391188",7567,10,264,3
"4391189",7568,690,730,43
"4391197",7569,1122,1102,71
"4391198",7570,66,116,3
"4391199",7571,174,100,8
"4391206",7572,1037,466,63
"4391207",7573,600,720,35
"4391208",7574,752,304,41
"4391211",7575,55,845,14
"4391227A",7576,167,417,16
"4391227B",7577,0,0,0
"4391236",7578,140,209,17
"4391237",7579,107,242,10
"4391238",7580,558,960,40
"4391241",7581,35,76,4
"4391244",7582,69,31,0
"4391251",7583,325,1403,25
"4391255",7584,548,1149,34
"4391257",7585,283,519,18
"4391264",7586,607,450,32
"4391265",7587,511,680,33
"4391270",7588,141,163,11
"4391271",7589,1117,358,59
"4391273",7590,332,662,30
"4391277A",7591,433,408,39
"4391277B",7592,0,0,0
"4391278",7593,176,849,35
"4391279",7594,335,857,26
"4391291",7595,42,964,13
"4391292",7596,174,596,21
"4391293",7597,90,532,10
"4391294",7598,832,530,48
"4391295",7599,130,286,8
"4391296",7600,904,594,49
"4391297",7601,58,1156,10
"4391298",7602,698,662,35
"4391300",7603,392,831,36
"4391301",7604,130,852,18
"4391311",7605,248,782,21
"4391337",7606,1019,417,49
"4391339",7607,993,628,48
"4391345",7608,94,96,5
"4391346",7609,18,398,3
"4391347",7610,980,1223,58
"4391348",7611,397,110,17
"4391351",7612,0,0,0
"4391352",7613,263,112,12
"4391366",7614,0,0,0
"4391376",7615,3,4,0
"4391377",7616,1180,1105,75
"4391378",7617,467,1343,40
"4391380",7618,375,447,45
"4391382",7619,279,845,26
"4391388",7620,459,918,40
"4391394",7621,0,0,0
"4391404",7622,7,11,0
"4391407",7623,12,27,1
"4391408",7624,29,63,1
"4391412",7625,0,0,0
"4391414",7626,5,21,0
"4391415",7627,123,458,11
"4391416",7628,44,44,4
"4391418",7629,0,0,0
"4391420",7630,0,0,0
"4391423",7631,1487,484,40
"4391424",7632,9,7,1
"4391427",7633,1,2,0
"4391430",7634,1,3,0
"4391431",7635,801,301,30
"4391434",7636,2,1,0
"4391436",7637,200,284,13
"4391437",7638,240,221,16
"4391439",7639,6,46,3
"4391440",7640,206,760,16
"4391441",7641,73,305,16
"4391444",7642,9,25,1
"4391445",7643,19,32,3
"4391455",7644,0,0,0
"4391457",7645,2,1,0
"4391459",7646,239,714,36
"4391460",7647,260,918,24
"4391463",7648,188,553,29
"4391472",7649,71,46,4
"4391473",7650,13,30,1
"4391476",7651,13,30,2
"4391477",7652,52,367,6
"4391479",7653,16,68,3
"4391481",7654,29,140,4
"4391482",7655,36,254,4
"4391489",7656,267,688,38
"4391490",7657,87,188,13
"4391491",7658,1,0,0
"4391501",7659,114,162,11
"4391504",7660,924,200,33
"4391514",7661,0,0,0
"4391515",7662,9,6,2
"4391518",7663,84,297,8
"4391543",7664,0,0,0
"4391544",7665,0,2,0
"4391547",7666,0,0,0
"4391549",7667,0,0,0
"4391550",7668,1,19,0
"4391555",7669,1,0,0
"4391559",7670,34,84,1
"4391564",7671,0,0,0
"4391576",7672,4,75,0
"4391577",7673,60,410,7
"4391578",7674,157,551,25
"4391586",7675,0,1,0
"4391589",7676,45,62,4
"4391594",7677,0,0,0
"4391597",7678,40,209,1
"4391603",7679,330,854,29
"4391605",7680,0,0,0
"4391607",7681,0,0,0
"4391608",7682,279,294,21
"4391610",7683,0,0,0
"4391611",7684,4,4,0
"4391617",7685,5,9,0
"4391619",7686,2,9,0
"4391621",7687,15,39,3
"4391622",7688,15,12,2
"4391623",7689,0,0,0
"4391625",7690,0,0,0
"4391627",7691,118,45,7
"4391628",7692,0,0,0
"4391631",7693,54,83,4
"4391633",7694,9,7,1
"4391639",7695,417,1633,35
"4391641",7696,876,1258,67
"4391642",7697,301,888,24
"4391651",7698,0,0,0
"4391652",7699,1,77,2
"4391672",7700,0,0,0
"4391674",7701,0,0,0
"4391676",7702,44,104,5
"4391677",7703,7,8,3
"4391678",7704,1,2,2
"4391679",7705,0,0,0
"4391684",7706,136,141,12
"4391701",7707,290,321,25
"4391704",7708,788,411,37
"4391710",7709,577,523,40
"4391714",7710,466,1178,41
"4391715",7711,248,308,14
"4391717",7712,550,351,27
"4391718",7713,197,320,15
"4391719",7714,1274,525,70
"4391722",7715,126,124,9
"4391723",7716,124,179,9
"4392002",7717,0,3,0
"4392003",7718,350,231,31
"4392007",7719,926,446,43
"4392026",7720,705,470,50
"4392027",7721,216,357,18
"4392028",7722,531,250,41
"4392029",7723,965,510,52
"4392030",7724,402,1244,46
"4392031",7725,785,1847,55
"4392033",7726,571,473,37
"4392052",7727,523,780,52
"4392055",7728,741,512,32
"4392058",7729,0,0,0
"4392100",7730,142,132,15
"4392112",7731,921,337,32
"4392134",7732,132,207,8
"4392143",7733,173,216,14
"4392145",7734,241,545,31
"4392147",7735,433,291,37
"4392148",7736,274,688,30
"4392158A",7737,825,606,36
"4392158B",7738,0,0,0
"4392161",7739,300,576,36
"4392168",7740,549,633,67
"4392169",7741,143,363,15
"4392171",7742,1031,614,69
"4392173",7743,482,187,22
"4392174",7744,863,652,47
"4392180",7745,156,575,18
"4392181",7746,975,660,68
"4392190",7747,76,97,4
"4392205",7748,950,552,58
"4392210",7749,125,203,12
"4392217",7750,579,853,61
"4392219",7751,889,646,37
"4392220",7752,1066,596,56
"4392221",7753,489,478,29
"4392223",7754,923,289,31
"4392224",7755,350,639,29
"4392225",7756,115,508,17
"4392226",7757,318,591,25
"4392228",7758,1032,514,44
"4392229",7759,687,545,59
"4392235",7760,507,757,54
"4392246",7761,510,282,22
"4392258",7762,243,105,8
"4392262",7763,416,140,21
"4392263",7764,324,554,19
"4392266",7765,1172,651,66
"4392267",7766,319,658,28
"4392268",7767,285,356,21
"4392269",7768,100,127,8
"4392274A",7769,2,0,0
"4392274B",7770,0,0,0
"4392275",7771,192,297,18
"4392280",7772,581,432,41
"4392281",7773,474,335,29
"4392299",7774,257,604,20
"4392302",7775,135,577,26
"4392303",7776,864,510,54
"4392304",7777,951,485,36
"4392305",7778,611,442,26
"4392306",7779,858,398,40
